208,-208,-482,-19,658,772
208,-209,-482,-23,659,777
208,-208,-482,-14,662,775
208,-208,-482,-21,663,779
209,-208,-483,-18,661,785
208,-207,-482,-18,659,780
208,-208,-482,-20,664,774
208,-207,-482,-14,652,778
208,-208,-482,-14,658,782
208,-207,-482,-20,660,784
208,-207,-481,-18,657,779
207,-208,-480,-19,657,780
208,-207,-482,-13,661,773
208,-207,-481,-17,663,776
208,-208,-481,-18,662,778
208,-209,-481,-21,658,780
208,-208,-481,-15,662,773
208,-208,-481,-18,662,774
208,-208,-481,-17,659,774
209,-208,-482,-17,659,777
209,-208,-482,-14,648,759
208,-208,-481,-18,658,769
207,-208,-482,-18,658,778
208,-207,-481,-16,657,783
209,-208,-482,-21,658,779
209,-207,-482,-15,661,784
208,-209,-483,-19,659,778
208,-208,-481,-24,658,775
209,-209,-482,-20,661,774
208,-207,-483,-19,660,782
208,-207,-482,-24,653,773
207,-208,-482,-19,657,777
208,-208,-482,-21,670,783
208,-209,-483,-22,659,795
209,-208,-481,-4,687,785
210,-209,-482,6,639,714
211,-208,-480,-32,679,812
220,-212,-476,-26,659,779
222,-215,-473,-35,660,754
232,-223,-466,-17,675,777
238,-230,-461,-7,673,776
255,-242,-447,-20,664,756
263,-257,-432,-23,666,779
280,-267,-421,-23,655,799
293,-281,-406,-10,659,767
299,-290,-397,-12,657,769
310,-307,-377,-26,659,779
316,-315,-368,-37,627,838
320,-327,-353,-23,667,782
323,-333,-345,-20,657,782
324,-333,-343,-27,652,778
324,-335,-343,-26,658,776
325,-333,-344,-33,708,748
327,-340,-336,-53,661,736
328,-349,-325,-16,672,753
330,-354,-317,-38,646,779
330,-364,-304,-10,661,775
331,-367,-298,-23,658,788
329,-376,-291,-21,653,795
328,-378,-287,-37,640,816
329,-383,-284,-21,643,792
328,-383,-284,-33,652,777
328,-384,-285,-27,655,785
327,-384,-284,-21,653,780
327,-384,-285,-24,653,773
328,-383,-285,-22,658,774
330,-385,-282,-34,667,830
329,-389,-282,-42,662,795
323,-397,-279,-20,658,740
320,-404,-278,-13,658,792
308,-418,-276,-16,666,784
295,-434,-272,-26,645,784
287,-439,-270,-22,645,741
277,-450,-269,-17,653,780
271,-455,-266,-27,649,821
260,-464,-263,-19,645,775
252,-469,-262,-16,652,788
237,-480,-257,-20,646,812
221,-490,-254,-25,643,790
211,-493,-251,-29,649,811
194,-502,-253,-48,636,748
186,-504,-251,-68,638,863
171,-505,-257,-15,629,824
158,-505,-265,-18,629,796
151,-506,-266,-53,572,811
149,-506,-267,-32,599,835
148,-505,-266,-30,604,842
149,-506,-266,-33,607,824
149,-504,-266,-29,605,824
148,-507,-267,-28,599,830
149,-506,-265,-29,602,831
147,-507,-266,-31,594,832
148,-506,-266,-37,603,873
150,-508,-264,-4,598,824
151,-506,-267,15,614,838
129,-511,-260,-29,602,803
127,-514,-261,-24,600,797
123,-518,-252,-37,627,813
119,-526,-241,-37,629,801
113,-531,-228,-47,678,777
113,-535,-215,-72,890,967
110,-539,-212,-39,685,750
110,-538,-212,-35,684,759
109,-538,-213,-33,678,758
109,-538,-211,-33,678,760
109,-538,-212,-30,680,766
109,-536,-212,-27,677,761
110,-539,-212,-31,682,758
109,-537,-212,-34,679,755
110,-537,-212,-42,678,787
109,-537,-211,-31,681,757
110,-538,-212,-29,685,762
109,-539,-214,-61,702,782
110,-539,-211,-28,677,749
109,-539,-213,-34,680,760
109,-537,-212,-30,682,750
110,-538,-213,-28,683,759
109,-536,-212,-19,669,768
104,-539,-213,-31,668,678
93,-540,-212,-35,678,771
86,-541,-212,-33,678,761
66,-542,-210,-27,684,746
54,-542,-209,-33,677,765
31,-542,-209,-27,673,763
10,-540,-210,-30,692,745
-1,-539,-210,-26,685,757
-23,-535,-210,-29,680,764
-34,-533,-211,-33,674,760
-55,-527,-212,-39,679,767
-72,-520,-214,-31,683,756
-80,-518,-217,-38,681,732
-98,-509,-220,-23,686,746
-108,-505,-222,-39,677,735
-124,-495,-226,-38,674,762
-131,-490,-229,-34,668,774
-139,-484,-231,-37,658,761
-140,-485,-232,-32,674,754
-138,-484,-232,-30,679,758
-138,-484,-231,-19,667,703
-140,-485,-232,-25,673,724
-139,-484,-231,-27,681,753
-139,-485,-232,-25,685,771
-140,-485,-230,-27,684,758
-139,-485,-231,-30,681,756
-139,-485,-231,-30,682,755
-140,-485,-231,-27,679,750
-139,-484,-232,-27,681,742
-140,-485,-231,-15,663,726
-150,-477,-238,-20,686,742
-156,-470,-240,-21,692,757
-171,-456,-251,-35,684,753
-178,-448,-256,-17,658,767
-187,-434,-266,-18,698,810
-197,-421,-279,-33,677,783
-202,-415,-283,-23,686,777
-208,-405,-291,-26,673,783
-211,-401,-295,-29,678,756
-217,-393,-304,-26,682,731
-220,-383,-309,-15,688,741
-223,-382,-315,-14,658,799
-228,-371,-323,-21,679,747
-230,-367,-329,-31,678,764
-233,-360,-337,-19,678,745
-235,-357,-344,-20,681,795
-238,-349,-349,-20,693,775
-239,-344,-354,-32,698,816
-240,-342,-358,-18,675,782
-241,-337,-363,-32,680,775
-241,-336,-364,-15,682,735
-244,-330,-369,-73,649,771
-244,-324,-377,-19,679,763
-244,-320,-382,-19,672,767
-245,-310,-390,-10,680,746
-244,-307,-395,-12,679,773
-243,-301,-400,-24,681,769
-243,-298,-403,-38,654,802
-243,-297,-404,-25,667,750
-244,-297,-405,-8,666,751
-243,-296,-405,-21,669,759
-245,-299,-405,-20,675,762
-243,-297,-405,-21,677,761
-243,-298,-405,-22,678,760
-242,-297,-405,-20,677,774
-243,-298,-406,-20,681,770
-242,-298,-406,-20,677,762
-243,-298,-405,-22,678,754
-243,-294,-409,-16,680,765
-241,-285,-416,-19,685,747
-239,-281,-421,-18,675,746
-233,-273,-430,-17,682,751
-230,-268,-435,-4,679,742
-225,-260,-443,-21,685,768
-222,-254,-446,-29,676,781
-217,-247,-452,-29,666,750
-212,-242,-455,-26,672,756
-212,-242,-456,-23,680,776
-210,-240,-455,-21,676,762
-212,-244,-458,-21,678,765
-211,-241,-457,-18,677,764
-212,-243,-454,-59,628,767
-215,-247,-453,-32,657,768
-219,-253,-447,-16,687,772
-222,-255,-446,-13,689,758
-222,-254,-444,-12,679,751
-222,-256,-445,-25,669,746
-222,-255,-445,-22,674,763
-223,-255,-444,-21,673,761
-222,-255,-445,-23,677,762
-223,-256,-445,-20,676,762
-221,-255,-445,-17,678,766
-222,-255,-445,-19,679,758
-223,-256,-446,-21,672,759
-222,-256,-445,-19,675,762
-224,-256,-445,-22,674,755
-224,-256,-446,-13,673,818
-225,-257,-445,-22,679,809
-225,-254,-444,-11,679,744
-223,-248,-450,-25,690,598
-211,-239,-460,-38,669,739
-207,-235,-463,-3,684,723
-198,-227,-472,-7,693,752
-192,-221,-475,-24,680,770
-179,-210,-484,-22,680,757
-161,-200,-494,-16,684,769
-153,-196,-497,-22,678,757
-134,-186,-503,-25,669,756
-124,-183,-508,-22,670,778
-103,-175,-514,-31,667,775
-81,-168,-517,-23,658,769
-72,-169,-520,-22,662,779
-54,-164,-522,-16,654,766
-46,-165,-524,-16,654,776
-31,-163,-524,-12,666,772
-24,-163,-526,-11,668,765
-6,-161,-526,-21,669,767
11,-161,-526,-22,666,765
17,-161,-526,-17,668,767
32,-162,-525,-17,679,763
40,-163,-525,-16,668,772
55,-164,-525,-13,677,803
64,-166,-524,-18,658,784
65,-166,-523,-14,654,784
65,-165,-525,-12,659,769
64,-166,-524,-19,663,781
65,-166,-525,-16,666,782
65,-167,-523,-14,668,776
65,-166,-524,-16,665,770
66,-166,-525,-15,665,771
66,-166,-524,-18,666,770
65,-165,-525,-17,669,772
65,-166,-523,-17,667,771
65,-168,-525,-20,656,764
66,-165,-524,-16,665,775
65,-167,-524,-18,662,768
60,-165,-525,-49,639,736
54,-164,-525,-24,651,765
37,-163,-526,-17,652,774
14,-161,-526,-25,663,750
1,-161,-527,-28,654,772
-27,-162,-524,-29,661,775
-40,-164,-524,-41,667,783
-70,-166,-519,-29,658,762
-86,-172,-518,-19,666,769
-118,-179,-509,-32,663,817
-146,-190,-498,-15,674,755
-160,-197,-493,-32,650,794
-189,-216,-477,-24,691,775
-200,-225,-469,-21,681,758
-217,-241,-454,-20,692,731
-228,-257,-441,-30,679,746
-231,-263,-435,-34,671,791
-239,-277,-420,-17,672,771
-242,-284,-412,-14,667,756
-244,-296,-401,-18,682,744
-244,-299,-397,-21,680,772
-245,-306,-390,-19,670,793
-245,-315,-381,-22,664,766
-243,-318,-376,-20,670,788
-242,-325,-370,-16,684,792
-242,-324,-368,-22,658,750
-242,-324,-368,-17,662,770
-242,-324,-369,-22,665,769
-243,-325,-368,-23,665,769
-242,-324,-369,-20,665,763
-242,-326,-368,-17,673,768
-242,-324,-369,-19,673,773
-242,-324,-368,-17,668,774
-244,-325,-370,-23,668,774
-241,-323,-368,-21,669,773
-242,-325,-369,-35,643,749
-240,-331,-362,-26,656,761
-239,-337,-358,-20,667,769
-236,-345,-347,-26,674,776
-232,-355,-334,-27,660,758
-228,-361,-327,-32,662,774
-220,-375,-307,-23,678,801
-214,-386,-298,-20,685,763
-204,-400,-280,-23,665,766
-194,-416,-267,-28,664,767
-187,-425,-259,-21,667,765
-174,-444,-248,-21,660,770
-166,-453,-241,-27,664,761
-151,-469,-234,-17,682,725
-148,-472,-232,-18,648,714
-149,-473,-233,-23,662,762
-148,-473,-233,-27,663,758
-148,-472,-232,-34,676,801
-148,-472,-233,-24,660,792
-145,-471,-233,-41,660,810
-147,-472,-236,-22,739,754
-148,-469,-238,-28,686,768
-148,-470,-239,-28,678,781
-149,-472,-239,-27,670,764
-148,-470,-238,-26,663,775
-148,-470,-238,-23,667,775
-148,-469,-238,-33,667,781
-148,-471,-238,-26,679,792
-149,-469,-237,-27,667,782
-148,-471,-239,-25,671,764
-147,-470,-238,-14,682,761
-149,-471,-239,-32,673,768
-149,-470,-239,-32,670,774
-148,-469,-237,-31,663,801
-142,-477,-236,-34,693,797
-134,-482,-233,-32,668,779
-129,-488,-231,-30,663,777
-118,-495,-228,-47,665,771
-104,-505,-225,-34,661,793
-96,-511,-222,-45,650,761
-76,-520,-221,-41,660,767
-67,-525,-219,-36,651,757
-46,-530,-218,-24,668,764
-35,-532,-218,-34,662,785
-14,-536,-216,-35,662,771
7,-539,-216,-31,668,769
17,-538,-216,-28,667,773
36,-540,-218,-25,668,786
46,-539,-217,-38,672,784
70,-537,-219,-32,672,772
96,-535,-221,-30,657,746
108,-532,-221,-38,668,787
132,-528,-225,-32,655,769
143,-524,-225,-36,648,788
167,-518,-229,-24,660,772
177,-513,-229,-32,658,771
194,-508,-232,-25,668,755
207,-503,-233,-12,675,768
208,-502,-235,-18,672,771
208,-501,-235,-27,661,774
209,-500,-235,-29,663,779
201,-499,-232,-27,662,784
206,-501,-231,-27,660,770
207,-502,-232,-27,667,789
208,-500,-232,-26,667,775
208,-502,-233,-20,662,767
207,-501,-232,-26,657,782
207,-502,-232,-24,658,774
208,-501,-232,-28,657,772
207,-500,-232,-30,660,775
208,-501,-233,-26,662,778
208,-501,-232,-29,607,844
213,-500,-233,-35,653,788
220,-494,-234,-36,651,752
232,-491,-237,-28,662,771
239,-485,-238,-38,658,784
257,-477,-242,-41,654,778
264,-472,-244,-33,660,796
278,-463,-251,-29,660,779
288,-452,-262,-34,656,785
295,-445,-270,-35,649,755
304,-432,-287,-28,651,786
307,-424,-295,-27,650,777
312,-407,-315,-28,658,761
313,-397,-323,-34,650,777
317,-382,-341,-27,665,782
317,-367,-354,-27,668,801
317,-363,-360,-34,658,759
316,-354,-367,-16,694,757
315,-353,-367,-23,665,803
316,-354,-367,-21,664,776
314,-353,-366,-22,658,768
316,-354,-368,-24,662,773
315,-353,-366,-20,659,776
315,-354,-368,-24,662,776
316,-353,-366,-27,659,780
315,-352,-366,-25,659,775
315,-354,-367,-26,660,775
317,-353,-367,-28,659,778
315,-354,-366,-24,662,760
314,-352,-366,-24,657,772
315,-353,-368,-38,586,813
315,-348,-369,-26,635,782
313,-342,-378,-15,645,750
311,-336,-381,-10,671,788
309,-326,-392,-24,659,787
306,-319,-396,-20,658,784
302,-307,-405,-22,661,776
297,-299,-417,-18,662,777
293,-291,-420,-21,655,778
286,-280,-432,-21,659,769
280,-274,-436,-17,659,766
274,-264,-446,-33,673,773
268,-257,-450,-26,659,794
256,-247,-460,-29,652,807
244,-237,-470,-15,673,756
237,-231,-473,-11,650,735
224,-223,-481,-28,654,769
217,-216,-485,-21,662,777
204,-209,-492,-24,652,769
189,-201,-496,-31,666,822
184,-200,-500,-19,655,808
174,-194,-502,-18,658,771
168,-192,-505,-22,653,783
155,-186,-509,-18,658,782
142,-178,-511,-29,657,768
133,-178,-515,-16,672,732
117,-173,-517,-13,660,742
110,-171,-520,-19,656,777
91,-166,-523,-21,688,784
81,-165,-524,-20,672,796
64,-161,-525,-21,669,786
49,-158,-526,-30,655,801
41,-157,-526,-22,669,771
21,-156,-526,-10,663,779
12,-157,-527,-30,645,760
-7,-157,-526,-19,652,768
-25,-157,-527,-24,657,743
-32,-157,-525,-12,662,778
-33,-159,-525,-23,660,768
-32,-158,-525,-23,655,775
-32,-158,-525,-26,659,784
-31,-157,-524,-22,665,785
-32,-157,-526,-19,661,770
-32,-159,-526,-20,662,782
-32,-158,-525,-50,649,797
-31,-158,-526,-21,654,778
-32,-157,-525,-21,662,784
-31,-159,-526,-19,660,784
-31,-158,-526,-18,655,778
-32,-159,-526,-19,646,780
-32,-157,-525,-17,656,776
-32,-158,-525,-15,664,764
-32,-158,-525,-19,658,765
-32,-156,-525,-22,657,776
-33,-159,-525,-22,660,771
-32,-156,-526,-20,702,816
-40,-157,-526,-23,714,781
-53,-158,-523,-24,653,769
-59,-160,-523,-28,637,789
-79,-162,-519,-31,647,770
-99,-166,-514,-26,651,786
-109,-170,-513,-25,642,784
-129,-176,-507,-29,640,789
-139,-180,-504,-24,645,783
-157,-189,-496,-19,667,772
-172,-199,-489,9,693,777
-179,-202,-485,-21,663,765
-191,-212,-479,-28,673,772
-197,-216,-475,-20,654,752
-210,-227,-465,-28,646,762
-214,-232,-461,-18,656,737
-222,-242,-451,-27,651,775
-227,-253,-443,-21,657,798
-230,-257,-437,-17,656,775
-234,-266,-429,-15,657,785
-236,-270,-423,-19,663,763
-237,-278,-415,-24,649,770
-239,-284,-407,-25,651,785
-238,-288,-403,-26,652,772
-238,-294,-394,-22,653,776
-239,-297,-388,-26,663,787
-236,-303,-381,-7,671,764
-237,-304,-376,-20,661,778
-236,-309,-371,-19,669,781
-235,-311,-365,-21,660,781
-235,-314,-365,-23,666,785
-234,-316,-358,-22,654,778
-233,-318,-358,-20,661,756
-234,-319,-352,-19,667,776
-234,-321,-348,-21,670,776
-233,-323,-348,-22,654,773
-231,-329,-339,-30,667,788
-230,-333,-339,-20,666,796
-229,-337,-332,-25,656,790
-229,-340,-327,-19,666,771
-228,-341,-327,-30,668,817
-228,-342,-327,-25,660,783
-227,-342,-327,-23,658,783
-229,-342,-327,-44,624,713
-229,-343,-327,-29,651,751
-228,-341,-327,-25,659,773
-228,-343,-327,-26,663,778
-227,-341,-326,-21,660,777
-228,-342,-327,-22,661,772
-228,-342,-324,-20,658,781
-228,-343,-326,-20,657,776
-229,-343,-327,-23,657,776
-228,-341,-327,-24,662,778
-229,-343,-328,-22,656,775
-229,-342,-327,-21,652,771
-227,-343,-328,-21,655,775
-228,-343,-327,-24,656,773
-228,-344,-328,-27,659,780
-229,-343,-327,-23,660,781
-229,-343,-328,-24,660,777
-228,-343,-326,-20,656,778
-229,-342,-328,-23,656,775
-228,-343,-328,-25,656,775
